Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","New Food Balances","100","India","5611","Import Quantity","2556","Groundnuts (Shelled Eq)","2017","2017","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2556","Groundnuts (Shelled Eq)","2017","2017","1000 tonnes","937","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2556","Groundnuts (Shelled Eq)","2017","2017","1000 tonnes","8452","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2556","Groundnuts (Shelled Eq)","2017","2017","1000 tonnes","2439","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2556","Groundnuts (Shelled Eq)","2017","2017","1000 tonnes","802","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2556","Groundnuts (Shelled Eq)","2017","2017","kg","0.6","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2556","Groundnuts (Shelled Eq)","2017","2017","kcal/capita/day","6","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2556","Groundnuts (Shelled Eq)","2017","2017","g/capita/day","0.25","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2556","Groundnuts (Shelled Eq)","2017","2017","g/capita/day","0.48","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2557","Sunflower seed","2016","2016","1000 tonnes","251","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2557","Sunflower seed","2016","2016","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2557","Sunflower seed","2016","2016","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2557","Sunflower seed","2016","2016","1000 tonnes","283","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2557","Sunflower seed","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2557","Sunflower seed","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2557","Sunflower seed","2016","2016","kg","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2557","Sunflower seed","2017","2017","1000 tonnes","211","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2557","Sunflower seed","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2557","Sunflower seed","2017","2017","1000 tonnes","5","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2557","Sunflower seed","2017","2017","1000 tonnes","293","S","Standardized data",""
"FBS","New Food Balances","100","India","5511","Production","2558","Rape and Mustardseed","2016","2016","1000 tonnes","6797","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2558","Rape and Mustardseed","2016","2016","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2558","Rape and Mustardseed","2016","2016","1000 tonnes","9","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2558","Rape and Mustardseed","2016","2016","1000 tonnes","6797","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2558","Rape and Mustardseed","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2558","Rape and Mustardseed","2016","2016","1000 tonnes","1411","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2558","Rape and Mustardseed","2016","2016","kg","1","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2558","Rape and Mustardseed","2016","2016","kcal/capita/day","14","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2558","Rape and Mustardseed","2016","2016","g/capita/day","1","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2558","Rape and Mustardseed","2016","2016","g/capita/day","1","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2558","Rape and Mustardseed","2017","2017","1000 tonnes","7917","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2558","Rape and Mustardseed","2017","2017","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2558","Rape and Mustardseed","2017","2017","1000 tonnes","18","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2558","Rape and Mustardseed","2017","2017","1000 tonnes","7917","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2558","Rape and Mustardseed","2017","2017","1000 tonnes","1561","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2558","Rape and Mustardseed","2017","2017","kg","1","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2558","Rape and Mustardseed","2017","2017","kcal/capita/day","16","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2558","Rape and Mustardseed","2017","2017","g/capita/day","1","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2558","Rape and Mustardseed","2017","2017","g/capita/day","1","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2559","Cottonseed","2016","2016","1000 tonnes","11249","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2559","Cottonseed","2016","2016","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2559","Cottonseed","2016","2016","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2559","Cottonseed","2016","2016","1000 tonnes","11226","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2559","Cottonseed","2016","2016","1000 tonnes","4788","S","Standardized data",""
"FBS","New Food Balances","100","India","5511","Production","2559","Cottonseed","2017","2017","1000 tonnes","12045","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2559","Cottonseed","2017","2017","1000 tonnes","14","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2559","Cottonseed","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2559","Cottonseed","2017","2017","1000 tonnes","11692","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2559","Cottonseed","2017","2017","1000 tonnes","5133","S","Standardized data",""
"FBS","New Food Balances","100","India","5511","Production","2560","Coconuts - Incl Copra","2016","2016","1000 tonnes","11175","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2560","Coconuts - Incl Copra","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2560","Coconuts - Incl Copra","2016","2016","1000 tonnes","259","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2560","Coconuts - Incl Copra","2016","2016","1000 tonnes","10582","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2560","Coconuts - Incl Copra","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2560","Coconuts - Incl Copra","2016","2016","1000 tonnes","7165","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2560","Coconuts - Incl Copra","2016","2016","kg","5.41","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2560","Coconuts - Incl Copra","2016","2016","kcal/capita/day","22","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2560","Coconuts - Incl Copra","2016","2016","g/capita/day","0.22","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2560","Coconuts - Incl Copra","2016","2016","g/capita/day","2","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2560","Coconuts - Incl Copra","2017","2017","1000 tonnes","11470","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2560","Coconuts - Incl Copra","2017","2017","1000 tonnes","7","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2560","Coconuts - Incl Copra","2017","2017","1000 tonnes","140","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2560","Coconuts - Incl Copra","2017","2017","1000 tonnes","10067","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2560","Coconuts - Incl Copra","2017","2017","1000 tonnes","7461","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2560","Coconuts - Incl Copra","2017","2017","kg","5.57","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2560","Coconuts - Incl Copra","2017","2017","kcal/capita/day","23","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2560","Coconuts - Incl Copra","2017","2017","g/capita/day","0.23","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2560","Coconuts - Incl Copra","2017","2017","g/capita/day","2.07","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2561","Sesame seed","2016","2016","1000 tonnes","747","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2561","Sesame seed","2016","2016","1000 tonnes","47","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2561","Sesame seed","2016","2016","1000 tonnes","326","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2561","Sesame seed","2016","2016","1000 tonnes","342","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2561","Sesame seed","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2561","Sesame seed","2016","2016","1000 tonnes","83","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2561","Sesame seed","2016","2016","kg","0.06","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2561","Sesame seed","2016","2016","kcal/capita/day","1","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2561","Sesame seed","2016","2016","g/capita/day","0.03","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2561","Sesame seed","2016","2016","g/capita/day","0.09","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2561","Sesame seed","2017","2017","1000 tonnes","751","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2561","Sesame seed","2017","2017","1000 tonnes","46","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2561","Sesame seed","2017","2017","1000 tonnes","332","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2561","Sesame seed","2017","2017","1000 tonnes","323","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2561","Sesame seed","2017","2017","1000 tonnes","86","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2561","Sesame seed","2017","2017","kg","0.06","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2561","Sesame seed","2017","2017","kcal/capita/day","1","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2561","Sesame seed","2017","2017","g/capita/day","0.03","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2561","Sesame seed","2017","2017","g/capita/day","0.09","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2562","Palm kernels","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2562","Palm kernels","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2562","Palm kernels","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2562","Palm kernels","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2562","Palm kernels","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2562","Palm kernels","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2562","Palm kernels","2016","2016","kg","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2562","Palm kernels","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2562","Palm kernels","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2562","Palm kernels","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2562","Palm kernels","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5511","Production","2563","Olives (including preserved)","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2563","Olives (including preserved)","2016","2016","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2563","Olives (including preserved)","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2563","Olives (including preserved)","2016","2016","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2563","Olives (including preserved)","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2563","Olives (including preserved)","2016","2016","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2563","Olives (including preserved)","2016","2016","kg","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2563","Olives (including preserved)","2016","2016","kcal/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2563","Olives (including preserved)","2016","2016","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2563","Olives (including preserved)","2016","2016","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2563","Olives (including preserved)","2017","2017","1000 tonnes","4","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2563","Olives (including preserved)","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2563","Olives (including preserved)","2017","2017","1000 tonnes","4","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2563","Olives (including preserved)","2017","2017","1000 tonnes","4","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2563","Olives (including preserved)","2017","2017","kg","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2563","Olives (including preserved)","2017","2017","kcal/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2563","Olives (including preserved)","2017","2017","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2563","Olives (including preserved)","2017","2017","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2570","Oilcrops, Other","2016","2016","1000 tonnes","1727","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2570","Oilcrops, Other","2016","2016","1000 tonnes","90","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2570","Oilcrops, Other","2016","2016","1000 tonnes","119","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2570","Oilcrops, Other","2016","2016","1000 tonnes","1923","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2570","Oilcrops, Other","2016","2016","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2570","Oilcrops, Other","2016","2016","1000 tonnes","28","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2570","Oilcrops, Other","2016","2016","kg","0.02","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2570","Oilcrops, Other","2016","2016","kcal/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2570","Oilcrops, Other","2016","2016","g/capita/day","0.01","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2570","Oilcrops, Other","2016","2016","g/capita/day","0.02","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2570","Oilcrops, Other","2017","2017","1000 tonnes","1947","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2570","Oilcrops, Other","2017","2017","1000 tonnes","66","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2570","Oilcrops, Other","2017","2017","1000 tonnes","103","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2570","Oilcrops, Other","2017","2017","1000 tonnes","2036","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2570","Oilcrops, Other","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2570","Oilcrops, Other","2017","2017","1000 tonnes","32","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2570","Oilcrops, Other","2017","2017","kg","0.02","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2570","Oilcrops, Other","2017","2017","kcal/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2570","Oilcrops, Other","2017","2017","g/capita/day","0.01","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2570","Oilcrops, Other","2017","2017","g/capita/day","0.02","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2571","Soyabean Oil","2016","2016","1000 tonnes","1057","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2571","Soyabean Oil","2016","2016","1000 tonnes","3893","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2571","Soyabean Oil","2016","2016","1000 tonnes","1","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2571","Soyabean Oil","2016","2016","1000 tonnes","3945","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2571","Soyabean Oil","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2571","Soyabean Oil","2016","2016","1000 tonnes","2148","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2571","Soyabean Oil","2016","2016","kg","1.62","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2571","Soyabean Oil","2016","2016","kcal/capita/day","46","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2571","Soyabean Oil","2016","2016","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2571","Soyabean Oil","2016","2016","g/capita/day","5.21","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2571","Soyabean Oil","2017","2017","1000 tonnes","1396","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2571","Soyabean Oil","2017","2017","1000 tonnes","3339","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2571","Soyabean Oil","2017","2017","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2571","Soyabean Oil","2017","2017","1000 tonnes","3915","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2571","Soyabean Oil","2017","2017","1000 tonnes","2218","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2571","Soyabean Oil","2017","2017","kg","1.66","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2571","Soyabean Oil","2017","2017","kcal/capita/day","47","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2571","Soyabean Oil","2017","2017","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2571","Soyabean Oil","2017","2017","g/capita/day","5.36","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2572","Groundnut Oil","2016","2016","1000 tonnes","1122","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2572","Groundnut Oil","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2572","Groundnut Oil","2016","2016","1000 tonnes","12","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2572","Groundnut Oil","2016","2016","1000 tonnes","1110","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2572","Groundnut Oil","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2572","Groundnut Oil","2016","2016","1000 tonnes","1110","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2572","Groundnut Oil","2016","2016","kg","0.84","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2572","Groundnut Oil","2016","2016","kcal/capita/day","20","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2572","Groundnut Oil","2016","2016","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2572","Groundnut Oil","2016","2016","g/capita/day","2.3","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2572","Groundnut Oil","2017","2017","1000 tonnes","1254","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2572","Groundnut Oil","2017","2017","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2572","Groundnut Oil","2017","2017","1000 tonnes","13","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2572","Groundnut Oil","2017","2017","1000 tonnes","1241","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2572","Groundnut Oil","2017","2017","1000 tonnes","1241","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2572","Groundnut Oil","2017","2017","kg","0.93","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2572","Groundnut Oil","2017","2017","kcal/capita/day","22","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2572","Groundnut Oil","2017","2017","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2572","Groundnut Oil","2017","2017","g/capita/day","2.54","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2573","Sunflowerseed Oil","2016","2016","1000 tonnes","85","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2573","Sunflowerseed Oil","2016","2016","1000 tonnes","1519","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2573","Sunflowerseed Oil","2016","2016","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2573","Sunflowerseed Oil","2016","2016","1000 tonnes","1295","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2573","Sunflowerseed Oil","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2573","Sunflowerseed Oil","2016","2016","1000 tonnes","1170","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2573","Sunflowerseed Oil","2016","2016","kg","0.88","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2573","Sunflowerseed Oil","2016","2016","kcal/capita/day","22","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2573","Sunflowerseed Oil","2016","2016","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2573","Sunflowerseed Oil","2016","2016","g/capita/day","2.5","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2573","Sunflowerseed Oil","2017","2017","1000 tonnes","90","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2573","Sunflowerseed Oil","2017","2017","1000 tonnes","2256","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2573","Sunflowerseed Oil","2017","2017","1000 tonnes","3","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2573","Sunflowerseed Oil","2017","2017","1000 tonnes","1376","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2573","Sunflowerseed Oil","2017","2017","1000 tonnes","1208","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2573","Sunflowerseed Oil","2017","2017","kg","0.9","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2573","Sunflowerseed Oil","2017","2017","kcal/capita/day","23","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2573","Sunflowerseed Oil","2017","2017","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2573","Sunflowerseed Oil","2017","2017","g/capita/day","2.56","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2574","Rape and Mustard Oil","2016","2016","1000 tonnes","1897","S","Standardized data",""
"FBS","New Food Balances","100","India","5611","Import Quantity","2574","Rape and Mustard Oil","2016","2016","1000 tonnes","414","S","Standardized data",""
"FBS","New Food Balances","100","India","5911","Export Quantity","2574","Rape and Mustard Oil","2016","2016","1000 tonnes","2","S","Standardized data",""
"FBS","New Food Balances","100","India","5301","Domestic supply quantity","2574","Rape and Mustard Oil","2016","2016","1000 tonnes","2309","S","Standardized data",""
"FBS","New Food Balances","100","India","5521","Feed","2574","Rape and Mustard Oil","2016","2016","1000 tonnes","0","S","Standardized data",""
"FBS","New Food Balances","100","India","5142","Food","2574","Rape and Mustard Oil","2016","2016","1000 tonnes","2264","S","Standardized data",""
"FBS","New Food Balances","100","India","645","Food supply quantity (kg/capita/yr)","2574","Rape and Mustard Oil","2016","2016","kg","1.71","Fc","Calculated data",""
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2574","Rape and Mustard Oil","2016","2016","kcal/capita/day","42","Fc","Calculated data",""
"FBS","New Food Balances","100","India","674","Protein supply quantity (g/capita/day)","2574","Rape and Mustard Oil","2016","2016","g/capita/day","0","Fc","Calculated data",""
"FBS","New Food Balances","100","India","684","Fat supply quantity (g/capita/day)","2574","Rape and Mustard Oil","2016","2016","g/capita/day","4.77","Fc","Calculated data",""
"FBS","New Food Balances","100","India","5511","Production","2574","Rape and Mustard Oil","2017","2017","1000 tonnes","2243","S","Standardized data",""
